repo_full_name,week_start,total_commits,unique_contributors,new_contributors,cumulative_commits,cumulative_contributors
bikespace/bikespace,2019-02-18,1,1,1,1,1
bikespace/bikespace,2019-03-11,5,1,0,6,1
bikespace/bikespace,2019-05-20,1,1,0,7,1
bikespace/bikespace,2019-05-27,2,1,0,9,1
bikespace/bikespace,2023-02-27,5,1,0,14,1
bikespace/bikespace,2023-03-06,14,1,0,28,1
bikespace/bikespace,2023-03-13,3,1,0,31,1
bikespace/bikespace,2023-03-20,1,1,0,32,1
bikespace/bikespace,2023-04-03,1,1,1,33,2
bikespace/bikespace,2023-04-17,2,1,0,35,2
bikespace/bikespace,2023-04-24,6,1,0,41,2
bikespace/bikespace,2023-05-01,8,2,0,49,2
bikespace/bikespace,2023-05-08,2,2,0,51,2
bikespace/bikespace,2023-06-05,1,1,0,52,2
bikespace/bikespace,2023-08-14,2,1,0,54,2
bikespace/bikespace,2023-09-18,1,1,0,55,2
bikespace/bikespace,2023-10-09,3,2,1,58,3
bikespace/bikespace,2023-10-23,2,1,0,60,3
bikespace/bikespace,2023-11-06,3,1,0,63,3
bikespace/bikespace,2023-11-13,1,1,0,64,3
bikespace/bikespace,2023-11-20,14,4,3,78,6
bikespace/bikespace,2023-11-27,2,2,0,80,6
bikespace/bikespace,2023-12-04,5,3,2,85,8
bikespace/bikespace,2023-12-11,2,2,0,87,8
bikespace/bikespace,2023-12-25,2,2,0,89,8
bikespace/bikespace,2024-01-01,4,2,0,93,8
bikespace/bikespace,2024-01-08,6,4,1,99,9
bikespace/bikespace,2024-01-15,2,2,0,101,9
bikespace/bikespace,2024-01-22,8,2,0,109,9
bikespace/bikespace,2024-02-05,1,1,0,110,9
bikespace/bikespace,2024-02-26,2,2,1,112,10
bikespace/bikespace,2024-03-04,1,1,0,113,10
bikespace/bikespace,2024-03-11,1,1,0,114,10
bikespace/bikespace,2024-03-18,2,1,0,116,10
bikespace/bikespace,2024-03-25,8,2,0,124,10
bikespace/bikespace,2024-04-01,9,1,0,133,10
bikespace/bikespace,2024-04-08,1,1,0,134,10
bikespace/bikespace,2024-04-15,1,1,0,135,10
bikespace/bikespace,2024-04-22,3,1,0,138,10
bikespace/bikespace,2024-04-29,3,1,0,141,10
bikespace/bikespace,2024-05-13,1,1,0,142,10
bikespace/bikespace,2024-05-20,8,3,0,150,10
bikespace/bikespace,2024-05-27,6,2,0,156,10
bikespace/bikespace,2024-06-03,2,1,0,158,10
bikespace/bikespace,2024-06-10,4,2,0,162,10
bikespace/bikespace,2024-07-15,10,1,0,172,10
bikespace/bikespace,2024-07-22,2,1,0,174,10
bikespace/bikespace,2024-07-29,1,1,0,175,10
bikespace/bikespace,2024-08-05,1,1,0,176,10
bikespace/bikespace,2024-09-09,2,2,0,178,10
bikespace/bikespace,2024-09-23,1,1,0,179,10
bikespace/bikespace,2024-09-30,2,2,0,181,10
bikespace/bikespace,2024-10-07,1,1,0,182,10
bikespace/bikespace,2024-10-14,21,2,1,203,11
bikespace/bikespace,2024-10-21,4,3,0,207,11
bikespace/bikespace,2024-10-28,4,3,0,211,11
bikespace/bikespace,2024-11-18,1,1,0,212,11
bikespace/bikespace,2024-12-02,1,1,0,213,11
bikespace/bikespace,2024-12-09,3,2,0,216,11
bikespace/bikespace,2024-12-16,1,1,0,217,11
bikespace/bikespace,2024-12-30,3,2,0,220,11
bikespace/bikespace,2025-01-06,23,1,0,243,11
bikespace/bikespace,2025-01-20,2,1,0,245,11
bikespace/bikespace,2025-01-27,3,2,0,248,11
bikespace/bikespace,2025-02-03,44,3,0,292,11
bikespace/bikespace,2025-02-10,3,3,0,295,11
bikespace/bikespace,2025-03-03,4,3,0,299,11
bikespace/bikespace,2025-03-10,1,1,0,300,11
bikespace/bikespace,2025-03-17,3,1,0,303,11
bikespace/bikespace,2025-03-24,3,2,0,306,11
bikespace/bikespace,2025-03-31,2,2,0,308,11
bikespace/bikespace,2025-04-28,1,1,1,309,12
bikespace/bikespace,2025-05-05,2,2,0,311,12
bikespace/bikespace,2025-05-12,2,2,0,313,12
bikespace/bikespace,2025-05-26,3,2,0,316,12
bikespace/bikespace,2025-06-09,1,1,0,317,12
bikespace/bikespace,2025-06-16,5,3,0,322,12
bikespace/bikespace,2025-06-23,1,1,0,323,12
bikespace/bikespace,2025-07-14,1,1,0,324,12
bikespace/bikespace,2025-07-21,2,2,0,326,12
bikespace/bikespace,2025-08-25,2,1,0,328,12
bikespace/bikespace,2025-09-15,4,1,1,332,13
bikespace/bikespace,2025-09-22,6,3,0,338,13
bikespace/bikespace,2025-10-06,2,2,0,340,13
bikespace/bikespace,2025-10-13,1,1,0,341,13
bikespace/bikespace,2025-10-20,6,2,0,347,13
bikespace/bikespace,2025-10-27,2,2,0,349,13
bikespace/bikespace,2025-11-10,1,1,0,350,13
bikespace/bikespace,2025-11-17,3,1,0,353,13
bikespace/bikespace,2025-11-24,2,2,1,355,14
bikespace/bikespace,2025-12-01,3,2,0,358,14
bikespace/bikespace,2025-12-08,1,1,0,359,14
bikespace/bikespace,2025-12-22,3,2,1,362,15
bikespace/bikespace,2026-01-05,2,1,0,364,15
bikespace/bikespace,2026-01-12,2,2,0,366,15
bikespace/bikespace,2026-02-02,2,2,0,368,15
bikespace/bikespace,2026-02-09,1,1,0,369,15
bikespace/bikespace,2026-02-16,2,2,0,371,15
bikespace/bikespace,2026-02-23,3,3,0,374,15
bikespace/bikespace,2026-03-02,2,2,0,376,15
bikespace/bikespace,2026-03-09,1,1,0,377,15
bikespace/bikespace,2026-03-16,3,2,0,380,15
bikespace/bikespace,2026-03-23,6,1,0,386,15
bikespace/bikespace,2026-03-30,2,1,0,388,15
bikespace/bikespace,2026-04-27,2,1,0,390,15
bikespace/bikespace,2026-05-04,3,3,0,393,15
bikespace/bikespace,2026-05-11,2,2,0,395,15
choruslabs/chorus,2024-11-25,17,1,1,17,1
choruslabs/chorus,2025-01-20,5,2,1,22,2
choruslabs/chorus,2025-03-17,15,2,1,37,3
choruslabs/chorus,2025-04-07,13,1,0,50,3
choruslabs/chorus,2025-04-14,5,1,0,55,3
choruslabs/chorus,2025-05-19,7,1,0,62,3
choruslabs/chorus,2025-06-02,3,1,0,65,3
choruslabs/chorus,2025-06-09,12,2,1,77,4
choruslabs/chorus,2025-06-16,10,2,0,87,4
choruslabs/chorus,2025-06-23,13,2,0,100,4
choruslabs/chorus,2025-06-30,63,2,0,163,4
choruslabs/chorus,2025-07-07,52,2,0,215,4
choruslabs/chorus,2025-07-14,3,2,0,218,4
choruslabs/chorus,2025-07-21,30,2,0,248,4
choruslabs/chorus,2025-07-28,13,1,0,261,4
choruslabs/chorus,2025-08-04,4,2,1,265,5
choruslabs/chorus,2025-08-25,16,1,0,281,5
choruslabs/chorus,2025-09-01,1,1,0,282,5
choruslabs/chorus,2025-09-08,2,1,0,284,5
choruslabs/chorus,2025-09-15,1,1,1,285,6
choruslabs/chorus,2025-09-29,4,1,0,289,6
choruslabs/chorus,2025-10-06,5,3,1,294,7
choruslabs/chorus,2025-10-13,3,1,0,297,7
choruslabs/chorus,2025-10-27,15,1,0,312,7
choruslabs/chorus,2025-11-03,5,3,1,317,8
choruslabs/chorus,2025-11-10,3,3,1,320,9
choruslabs/chorus,2025-11-24,1,1,0,321,9
choruslabs/chorus,2025-12-01,7,1,0,328,9
choruslabs/chorus,2025-12-08,6,3,0,334,9
choruslabs/chorus,2025-12-15,1,1,0,335,9
choruslabs/chorus,2025-12-22,2,1,0,337,9
choruslabs/chorus,2025-12-29,2,1,0,339,9
choruslabs/chorus,2026-01-05,10,1,0,349,9
choruslabs/chorus,2026-01-12,4,1,0,353,9
choruslabs/chorus,2026-01-26,4,1,0,357,9
choruslabs/chorus,2026-02-02,3,1,0,360,9
choruslabs/chorus,2026-02-09,1,1,1,361,10
choruslabs/chorus,2026-02-23,2,1,0,363,10
choruslabs/chorus,2026-04-06,1,1,1,364,11
choruslabs/chorus,2026-04-13,5,1,0,369,11
choruslabs/chorus,2026-04-27,4,1,0,373,11
civic-dashboard/civic-dashboard-web,2024-10-28,2,1,1,2,1
civic-dashboard/civic-dashboard-web,2024-11-18,13,1,0,15,1
civic-dashboard/civic-dashboard-web,2024-11-25,6,1,0,21,1
civic-dashboard/civic-dashboard-web,2024-12-02,6,1,0,27,1
civic-dashboard/civic-dashboard-web,2024-12-09,6,1,0,33,1
civic-dashboard/civic-dashboard-web,2024-12-16,2,1,0,35,1
civic-dashboard/civic-dashboard-web,2025-01-06,1,1,0,36,1
civic-dashboard/civic-dashboard-web,2025-01-13,3,1,0,39,1
civic-dashboard/civic-dashboard-web,2025-01-20,1,1,1,40,2
civic-dashboard/civic-dashboard-web,2025-02-03,1,1,0,41,2
civic-dashboard/civic-dashboard-web,2025-02-10,2,2,1,43,3
civic-dashboard/civic-dashboard-web,2025-02-17,1,1,0,44,3
civic-dashboard/civic-dashboard-web,2025-02-24,2,2,0,46,3
civic-dashboard/civic-dashboard-web,2025-03-03,2,2,0,48,3
civic-dashboard/civic-dashboard-web,2025-03-10,2,1,0,50,3
civic-dashboard/civic-dashboard-web,2025-03-17,7,6,3,57,6
civic-dashboard/civic-dashboard-web,2025-03-24,8,3,0,65,6
civic-dashboard/civic-dashboard-web,2025-03-31,12,4,0,77,6
