repo_full_name,contributor_id,week_start,commits,lines_added,lines_removed
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2019-08-26,1,6,6
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2020-03-09,1,3,3
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2020-03-30,1,351,169
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2021-03-08,1,17,17
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2021-03-29,1,3,3
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2021-04-26,1,6,6
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2021-05-10,2,6,6
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2021-08-09,2,13,36
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2021-12-06,1,134,116
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2022-01-10,2,10,10
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2022-02-07,1,3,3
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2022-03-21,1,3,3
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2022-07-18,1,55,14
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2022-12-05,1,3,3
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2022-12-12,1,4,4
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2023-03-13,1,48,48
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2023-07-10,1,6,6
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2023-07-17,1,3,3
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2024-01-08,3,160,47
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2024-03-11,1,3,3
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2024-04-01,1,24,8
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2024-06-10,1,8,8
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2024-08-26,1,12,29
CodeForAfrica/Dominion.AFRICA,dependabot[bot],2024-09-02,1,3,3
CodeForAfrica/Dominion.AFRICA,esirK,2022-05-09,8,271,5
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2019-07-29,1,260,1
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2019-08-05,51,3520,2125
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2019-08-12,24,30241,1484
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2019-08-19,35,821,545
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2019-08-26,4,594,14981
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2019-09-02,7,382,10
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2019-09-09,3,406,97
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2019-11-25,1,19,6
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2019-12-02,1,46,0
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2020-01-06,18,3993,3360
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2020-01-13,2,24,24
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2020-01-27,5,404,72
CodeForAfrica/Dominion.AFRICA,KhadijaMahanga,2021-04-12,6,27,15
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-07-15,13,17426,194
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-07-22,26,2276,594
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-07-29,28,3007,1939
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-08-05,8,919,894
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-08-12,13,339,221
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-08-19,2,120,89
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-08-26,5,443,210
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-09-02,8,493,365
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-09-09,2,1827,1387
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-09-16,13,179,113
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-09-23,3,84,35
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2019-11-04,2,9,208
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2020-01-27,1,38,0
CodeForAfrica/Dominion.AFRICA,karimkawambwa,2020-02-03,1,25,0
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-08-05,2,99,89
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-08-12,1,1,1
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-08-19,3,9,14346
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-08-26,3,224,92
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-09-02,8,1162,1200
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-09-09,4,56,137
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-09-16,3,367,250
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-09-23,2,398,425
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-10-14,12,417,547
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2019-10-28,2,195,230
CodeForAfrica/Dominion.AFRICA,DavidLemayian,2020-01-27,2,14,229
CodeForAfrica/Dominion.AFRICA,nerdlet,2019-08-19,4,8,8
CodeForAfrica/Dominion.AFRICA,nerdlet,2019-08-26,13,101,65
CodeForAfrica/Dominion.AFRICA,nerdlet,2019-09-02,7,617,284
CodeForAfrica/Dominion.AFRICA,nerdlet,2019-09-09,12,2165,1277
CodeForAfrica/Dominion.AFRICA,nerdlet,2019-09-16,5,11,7
CodeForAfrica/Dominion.AFRICA,nyokabi@codeforafrica.org,2019-08-19,1,362,438
CodeForAfrica/Dominion.AFRICA,nyokabi@codeforafrica.org,2019-09-09,1,1997,1229
CodeForAfrica/Dominion.AFRICA,nyokabi@codeforafrica.org,2019-09-16,1,128,3
CodeForAfrica/GenderGap.AFRICA,elric-wamugu,2024-09-23,1,4,4
CodeForAfrica/GenderGap.AFRICA,elric-wamugu,2025-09-01,1,34,20
CodeForAfrica/GenderGap.AFRICA,thepsalmist,2023-09-04,2,2,2
CodeForAfrica/GenderGap.AFRICA,Kinjuriu,2022-01-10,3,159,152
CodeForAfrica/GenderGap.AFRICA,Kinjuriu,2022-10-10,6,344,376
CodeForAfrica/GenderGap.AFRICA,Kinjuriu,2023-08-28,1,161,165
CodeForAfrica/GenderGap.AFRICA,Kinjuriu,2023-09-04,1,161,165
CodeForAfrica/GenderGap.AFRICA,kilemensi,2020-12-07,1,3,3
CodeForAfrica/GenderGap.AFRICA,kilemensi,2021-08-02,7,62,33
CodeForAfrica/GenderGap.AFRICA,kilemensi,2021-08-09,1,3,3
CodeForAfrica/GenderGap.AFRICA,kilemensi,2021-10-04,1,280,157
CodeForAfrica/GenderGap.AFRICA,kilemensi,2022-01-10,1,10,12
CodeForAfrica/GenderGap.AFRICA,kilemensi,2022-02-14,1,3,3
CodeForAfrica/GenderGap.AFRICA,kilemensi,2022-10-10,6,6,6
CodeForAfrica/GenderGap.AFRICA,kilemensi,2022-11-14,1,5,5
CodeForAfrica/GenderGap.AFRICA,kilemensi,2022-12-05,1,3,3
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2019-05-27,1,16,4
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2019-06-03,1,3,3
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2020-08-31,1,3,3
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2020-12-07,2,6,6
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2021-03-29,1,3,3
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2021-05-10,1,3,3
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2021-08-02,4,333,181
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2021-08-09,1,3,3
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2022-01-10,1,10,12
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2022-02-07,1,3,3
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2022-11-07,1,5,5
CodeForAfrica/GenderGap.AFRICA,dependabot[bot],2022-11-28,1,3,3
CodeForAfrica/GenderGap.AFRICA,nerdlet,2018-07-16,7,1637,12070
CodeForAfrica/GenderGap.AFRICA,nerdlet,2022-01-10,4,150,153
CodeForAfrica/GenderGap.AFRICA,nerdlet,2022-01-17,1,1,1
CodeForAfrica/GenderGap.AFRICA,nerdlet,2022-01-24,2,296,296
CodeForAfrica/GenderGap.AFRICA,nerdlet,2022-01-31,2,2117,1647
CodeForAfrica/GenderGap.AFRICA,nerdlet,2022-02-14,4,9,9
CodeForAfrica/GenderGap.AFRICA,nyokabi@codeforafrica.org,2022-01-10,1,83,76
CodeForAfrica/GenderGap.AFRICA,nyokabi@codeforafrica.org,2022-01-17,1,65,79
CodeForAfrica/GenderGap.AFRICA,nyokabi@codeforafrica.org,2022-01-31,3,2279,1809
CodeForAfrica/GenderGap.AFRICA,robinkiplangat,2019-01-07,2,71,69
CodeForAfrica/GenderGap.AFRICA,robinkiplangat,2020-02-10,1,44,39
CodeForAfrica/GenderGap.AFRICA,robinkiplangat,2020-02-17,1,3,4
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2017-03-20,1,679,0
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2017-11-06,2,5,4
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2017-11-13,3,44,44
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2018-03-05,17,42730,1549
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2018-03-19,2,10,10
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2018-07-16,10,3074,34092
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2019-01-07,2,2242,933
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2019-05-13,1,19,1
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2019-05-27,1,16,4
CodeForAfrica/GenderGap.AFRICA,DavidLemayian,2019-06-03,1,3,3
CodeForAfrica/GenderGap.AFRICA,mtuchi,2018-07-16,1,937,11498
CodeForAfrica/GenderGap.AFRICA,brndnyokabi@gamil.com,2018-02-26,2,10651,16
CodeForAfrica/GenderGap.AFRICA,brndnyokabi@gamil.com,2018-03-05,11,704,673
CodeForAfrica/GenderGap.AFRICA,brndnyokabi@gamil.com,2018-03-19,2,7,7
CodeForAfrica/GenderGap.AFRICA,emmalewis,2017-09-18,2,3864,1652
CodeForAfrica/GenderGap.AFRICA,emmalewis,2017-09-25,5,450,66
CodeForAfrica/GenderGap.AFRICA,emmalewis,2017-10-09,4,91,87
CodeForAfrica/GenderGap.AFRICA,emmalewis,2017-10-23,11,819,277
CodeForAfrica/GenderGap.AFRICA,emmalewis,2017-10-30,3,89,50
CodeForAfrica/GenderGap.AFRICA,emmalewis,2017-11-06,4,49,36
CodeForAfrica/GenderGap.AFRICA,emmalewis,2017-11-13,5,354,9
CodeForAfrica/GenderGap.AFRICA,emmalewis,2017-11-27,6,43,9048
CodeForAfrica/GenderGap.AFRICA,emmalewis,2018-01-15,28,948,498
CodeForAfrica/GenderGap.AFRICA,emmalewis,2018-01-22,1,14,184
CodeForAfrica/GenderGap.AFRICA,emmalewis,2018-01-29,1,74,48
CodeForAfrica/GenderGap.AFRICA,chaficnajjar,2017-04-03,1,482,4
CodeForAfrica/GenderGap.AFRICA,chaficnajjar,2017-04-10,10,495,130
CodeForAfrica/GenderGap.AFRICA,chaficnajjar,2017-04-17,2,822,61
CodeForAfrica/GenderGap.AFRICA,chaficnajjar,2017-04-24,1,590,31
CodeForAfrica/GenderGap.AFRICA,chaficnajjar,2017-05-01,15,681,341
CodeForAfrica/GenderGap.AFRICA,chaficnajjar,2017-05-22,2,955,430
CodeForAfrica/GenderGap.AFRICA,chaficnajjar,2017-06-12,1,288,44
CodeForAfrica/GenderGap.AFRICA,chaficnajjar,2017-06-19,11,5326,87
CodeForAfrica/GenderGap.AFRICA,chaficnajjar,2017-06-26,5,2100,1057
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-08-11,2,12694,387
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-08-18,14,1852,1492
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-08-25,27,29211,17651
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-09-01,9,2577,565
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-09-08,25,11087,3396
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-09-15,55,23949,6828
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-09-22,15,6186,1356
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-09-29,22,3318,2129
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-10-06,17,3638,1009
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-10-13,4,113,7
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-10-27,11,4485,2419
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-11-03,7,1454,887
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-11-10,28,4311,2016
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-11-17,20,2093,839
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-11-24,9,733,208
CodeForAfrica/PromiseTracker,kelvinkipruto,2025-12-01,7,1066,1002
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-01-05,2,532,542
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-01-19,10,565,265
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-01-26,3,168,88
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-02-02,17,2940,1330
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-02-09,2,2002,992
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-02-16,13,4928,526
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-02-23,36,4938,1327
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-03-02,13,7939,1679
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-03-09,18,957,438
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-03-16,1,64,22
CodeForAfrica/PromiseTracker,kelvinkipruto,2026-04-06,4,15,9
CodeForAfrica/PromiseTracker,kilemensi,2025-10-20,1,106,22
CodeForAfrica/PromiseTracker,kilemensi,2026-02-23,1,251,213
CodeForAfrica/PromiseTracker,kilemensi,2026-03-23,1,151,153
CodeForAfrica/PromiseTracker,dependabot[bot],2025-09-01,1,115,92
CodeForAfrica/PromiseTracker,dependabot[bot],2025-10-20,1,106,22
CodeForAfrica/PromiseTracker,dependabot[bot],2025-11-03,1,89,57
CodeForAfrica/PromiseTracker,dependabot[bot],2026-02-23,2,440,337
CodeForAfrica/PromiseTracker,dependabot[bot],2026-03-16,1,151,153
CodeForAfrica/PromiseTracker,koechkevin,2025-09-01,2,12217,6309
CodeForAfrica/PromiseTracker,koechkevin,2025-09-08,1,584,111
CodeForAfrica/PromiseTracker,koechkevin,2025-09-29,1,12,3
CodeForAfrica/PromiseTracker,koechkevin,2025-10-27,2,1023,99
CodeForAfrica/PromiseTracker,kevin@kevinkoech.com,2025-09-08,9,733,182
CodeForAfrica/PromiseTracker,kevin@kevinkoech.com,2025-09-15,7,8532,1659
CodeForAfrica/PromiseTracker,kevin@kevinkoech.com,2025-09-22,4,179,85
CodeForAfrica/PromiseTracker,kevin@kevinkoech.com,2025-09-29,2,57,30
CodeForAfrica/PromiseTracker,kevin@kevinkoech.com,2025-10-20,1,718,12
CodeForAfrica/PromiseTracker,kevin@kevinkoech.com,2025-10-27,1,305,87
CodeForAfrica/academy.AFRICA,kevin@kevinkoech.com,2025-10-20,1,15,9
CodeForAfrica/academy.AFRICA,kevin@kevinkoech.com,2025-12-08,4,17,17
CodeForAfrica/academy.AFRICA,kevin@kevinkoech.com,2026-02-02,2,301,0
CodeForAfrica/academy.AFRICA,kevin@kevinkoech.com,2026-02-09,5,88,56
CodeForAfrica/academy.AFRICA,kevin@kevinkoech.com,2026-02-16,4,78,19
CodeForAfrica/academy.AFRICA,kevin@kevinkoech.com,2026-02-23,9,409,106
CodeForAfrica/academy.AFRICA,kevin@kevinkoech.com,2026-03-16,2,25,16
CodeForAfrica/academy.AFRICA,kelvinkipruto,2023-10-09,13,4448,32
CodeForAfrica/academy.AFRICA,kelvinkipruto,2023-10-16,4,20,25
CodeForAfrica/academy.AFRICA,kelvinkipruto,2023-10-30,13,1547,170
CodeForAfrica/academy.AFRICA,kelvinkipruto,2023-11-06,35,10402,1948
CodeForAfrica/academy.AFRICA,kelvinkipruto,2023-11-13,39,3691,3451
CodeForAfrica/academy.AFRICA,kelvinkipruto,2023-11-20,34,4217,1375
CodeForAfrica/academy.AFRICA,kelvinkipruto,2023-11-27,9,1556,454
CodeForAfrica/academy.AFRICA,kelvinkipruto,2023-12-04,33,9633,3228
CodeForAfrica/academy.AFRICA,kelvinkipruto,2023-12-11,23,1656,997
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-01-01,4,248,180
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-01-08,11,1004,113
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-01-15,11,2401,841
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-02-05,8,239,68
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-02-19,1,2,0
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-03-04,7,44,28
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-03-11,4,1146,63
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-03-18,18,705,572
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-03-25,18,637,1704
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-04-01,8,887,457
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-04-08,7,131,91
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-04-15,10,1017,555
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-04-22,6,58,39
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-04-29,3,60,65
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-05-06,1,77,46
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-05-13,2,35,14
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-05-20,3,108,7
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-05-27,1,68,9
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-06-03,1,80,76
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-08-05,1,1,1
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-08-12,1,9,8
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-08-26,9,727,631
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-09-23,1,1,3
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-10-28,1,3,3
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-11-04,4,29,18
CodeForAfrica/academy.AFRICA,kelvinkipruto,2024-11-25,1,15,23
CodeForAfrica/academy.AFRICA,kelvinkipruto,2025-02-17,4,571,129
CodeForAfrica/academy.AFRICA,kelvinkipruto,2025-04-28,2,325,105
CodeForAfrica/academy.AFRICA,kelvinkipruto,2025-05-05,5,942,9733
CodeForAfrica/academy.AFRICA,kelvinkipruto,2026-02-02,1,75,12
CodeForAfrica/academy.AFRICA,kelvinkipruto,2026-03-09,4,240,136
CodeForAfrica/academy.AFRICA,koechkevin,2023-10-09,3,222,25
CodeForAfrica/academy.AFRICA,koechkevin,2023-10-16,5,1027,138
CodeForAfrica/academy.AFRICA,koechkevin,2023-10-23,21,1384,16
CodeForAfrica/academy.AFRICA,koechkevin,2023-10-30,8,4137,424
CodeForAfrica/academy.AFRICA,koechkevin,2023-11-06,17,6055,528
CodeForAfrica/academy.AFRICA,koechkevin,2023-11-13,8,1512,1618
CodeForAfrica/academy.AFRICA,koechkevin,2023-11-20,19,5690,1511
CodeForAfrica/academy.AFRICA,koechkevin,2023-11-27,12,3311,457
